,Unnamed: 0,Column1,Groserias,Vulgar,Agresivo,Ofensivo,Unnamed: 0.1
431,1903,1903.0,"@Agenda2030_ Pretende con esos lentes y libros atrás, dar una imagen muy intelectualoide, pero lo que dice, deja muy en claro que tiene en la cabeza material fecal en lugar de cerebro.",0,0,1,
517,1027,1027.0,"LISTAS LAS ESTAMPAS 🇲🇽

Alberto Lati fue el encargado de revelar los 18 jugadores con cromo en el álbum de Qatar 2022 de Panini. 

Funes Mori, Romo, Charly Rodríguez y Lainez son algunos jugadores que aparecen. 

Quedan fuera varios como Santi Giménez, Johan, A. Vega o Henry. https://t.co/KwWTYgrHGH",0,0,0,
1181,4910,4910.0,"ALBAVISION INCORPORATED y MEDIAMANE INC. EMPRESAS DEL MISMO DUEÑO CHANCHULLERO, 
PAJERO y CORRUPTO ASI COMO EL MISMO PRESIDENTE y NARCO COLOMBIANO QUE LAVA DINERO, ES PRESTANOMBRES y SOBORNA FISCALES y PRESIDENTES CON EL PRIMO MISERABLE DEL SEÑOR DE LAS RATAS https://t.co/lb7SRlWI51",1,0,1,
1384,1173,1173.0,@Nelsonpvzla1 Ese tipo es un enchufado mediocre.. no le creo nadaaaaa,0,0,0,
455,3924,3924.0,@bta_Demian La botarga del Dr.Simi y por del otro lado  un mamarracho muerto de hambre  denominada larva del palacio.,0,1,1,
768,5666,,@epigmenioibarra No tener un plan sobre la educación es tan malo como el plan de alimentación que tienes.  Marrano !!!,0,0,1,5666.0
2872,3355,,"Exacto. 
Me estresa tener fe a lo idiota en unos babosos que solo les importa su cuello. https://t.co/a9YxtdNrrq",0,0,1,3355.0
2589,2159,,"@Valeriaxoxo0 @AlFaHotwife ¿Quién podría decir que no eres encantadora @Valeriaxoxo0? independientemente del tamaño de tus lindos senos también hay que reconocer que con ese vestido verde te ves espectacular y mucho más hermosa, estoy seguro que con cualquier otro color igualmente te verás muy hermosa...",1,0,0,2159.0
3377,5101,,Realmente como me valen verga las polémicas de famosos,1,0,0,5101.0
1999,135,,"@GovPierluisi Luma pendejo que se ha tenido como gobernador de #PuertoRico , si usted mismo #PierLuma x #MMB",1,0,1,135.0
1484,5618,,@juventusfces no juegas a nada equipo mediocre jaja,0,0,1,5618.0
2626,1951,,Hijuelagranputa ojalá te maten de pura pisada en la cárcel https://t.co/RlpXEGkugF,1,1,1,1951.0
1339,4160,4160.0,Es un cagadal… 😖🥴,1,0,0,
1485,5678,,"@hdemauleon Jajajajajaja se dió cuenta lo qué DEJARON los qué te llenaban el HOCICO de dinero, para callarte o voltear para OTRO lado. Marrano. https://t.co/yMWXtgVNdV",0,1,1,5678.0
3919,1468,,"@tntsportsmex @ClubAmerica @TigresOficial Clasico de los Lameculos
Ft Alvaro Morales y Aldo Farias",1,0,1,1468.0
1901,4935,,"🔴 #AHORA | La @Munixelaorg amplía fecha de pago del recibo único para el 12 de septiembre.

El director de Comunicación Social de la comuna, Marck  Juárez, informa.

📱🎧 Escúchanos en https://t.co/29swquYeKu

Vía @Henry__Popa 

#Stereo100Noticias https://t.co/TrmFvyboiu",0,0,0,4935.0
3419,5500,,"@alitomorenoc Te quiero ver en la cárcel! Corrupto, Ladron, regresa lo que le robaste a Campeche! https://t.co/aj1cykIeSt",0,1,1,5500.0
2402,3448,,@PFifiona Jajajaja neo fifiona se oye padre. Pero princesa Fifiona también,0,0,0,3448.0
1176,3258,3258.0,@devon3134 Chamaco Pendejo retrasado,1,1,1,
3535,3025,,"#Salud La COVID-19 deja secuelas en el cerebro que pueden persistir por uno o dos años, señalan investigadores de esta enfermedad viral. https://t.co/fkmlavwlF0 | Vía @OlgalindaP",0,0,0,3025.0
2560,4012,,"@ma_stuardo Que quede constancia de que esos cabros son unos delincuentes en potencia y como es evidente que ni los padres, ni los profesores son capaces de educar a esos vagos inútiles, entonces será la ley quien empiece a castigar, son puro dinero perdido en educación",0,0,1,4012.0
1591,79,,"@CrticaConstru20 Jajajaja ""gano diez veces lo que tú"" quiere decir que no gana ni mierda.
Decime lo que presumís y te diré de lo que careces 🤣",1,0,0,79.0
141,1347,,@JesusMartinMx @DamianAIcazar @ryo_hermoso @lopezobrador_ @adan_augusto @senadomexicano @GaelGarciaB @diegoluna_ @DamianAlcazar el lambebotas de López y huevon del congreso cuando estuvo,1,0,1,1347.0
1470,133,,@JJBE27 Puro pendejo le va a las shitBas,1,0,1,133.0
46,3131,3131.0,"@julioo_mena Vas muy bien: a tus distorsiones, a tu deshonestidad, a tu puerilidad coprofílica le añades ahora una insinuación calumniosa.

La chumelización es eso: estupidizarse y envilecerse.

Yo que tú aquí le pararía. Quién sabe qué tan bajo quieras seguir cayendo.",1,1,1,
2635,2672,,@RasCisneros @MarkoCortes @rubenmoreiravdz Según que le sobraban huevos. Pues siempre ya no aguanto más. Regreso del primor.,1,0,0,2672.0
496,1698,1698.0,@ceciug00 Así iba a salir tu guache jajaja,0,0,0,
1315,4179,4179.0,se hizo un cagadero https://t.co/lmu99UHO1Q,1,0,0,
1733,729,,Qué ignorante es Joselyn Chacón.,0,0,1,729.0
3024,3210,,"#HijosDeMx 

Ni la DEA se escapa de la seducción del dinero fácil 
 https://t.co/mNQJiByZ7X",0,0,0,3210.0
1231,458,458.0,@cefeche Qué pavor la opinión del sicario argentino gringo caitudo. 😂😂😂😂🤡🇺🇲,0,0,1,
2755,1031,,@Alan72781494 ¿Virtual? Alv que perro,1,0,0,1031.0
1511,1612,1612.0,@VioletRWitch Una desubicada Zoe comenzaba a gimotear al oír a sus mamás al teléfono -.hola peque...- se notaba el cansancio en su voz - ¿Estás en la playa??te gusta?,0,0,0,
957,3728,3728.0,@alexiscj22 @carloselsalvad Te dio chancro de trompa maje cholero 🤣🤣🤣🤣🤣🤣🤣 https://t.co/QoquRWz77t,0,0,0,
3561,2268,,"@ins_ponce @CarlosdelRio7 @StratCons @daniellemx_ @SEP_mx Dicen que ejerció no más de 3 años, cuando salió egresado. De ahí en adelante solo estuvo achichincle de Obrador en la CDMX, y no no sabe nada. Y una persona que va a ocupar un puesto, debe saber todo. Y ella está solo de florero como todo el gabinete.",0,0,1,2268.0
805,1365,,"Urgue que salga del partido Morena este inútil HUEVON traidor del MUNRRA,ya a traicionado muchas veces al presidente,al partido y a la sociedad,?porque no lo votan como basura del partido? de quien depende que esté pudriendo al partido?. https://t.co/sEOlTCphvg",1,1,1,1365.0
1188,3673,,"@c4jimenez @SSC_CDMX Fue una muerte muy rápida para este tipejo. 
Por lo menos hubiera sufrido cómo sufrió toda esa gente trabajadora que extorsionaba.",0,0,1,3673.0
3040,4576,,"@laishawilkins Pues si, es fácil prometer y escupir cualquier cosa durante los mítines de campaña y estar mame y mame y mame ...y cuando te topas con la realidad...y te das cuenta que la cagas....quieres pasar de noche...pero somos muchos mexicanos que estamos observando",1,0,0,4576.0
1074,2980,2980.0,Soñe que estaba perreando bien cerda y deliciosamente,1,0,0,
1113,1827,1827.0,"Hablemos de Crimen en el Paraiso:

Un guiri cincuenton se divorcia se pone la camisa mas hortera que haya en el H&amp;M y se pira a una isla caribeña a decirles a los nativos negros que no tienen ni puta idea de nada. Todo esto temporada tras temporada. Es de coña.",1,0,0,
980,1431,1431.0,"La mayoría de los egresados ahora serán maestros de danza tradicional, baile folclórico, teatro, música, pintura, en escuelas humildes, para hacer que los hijos del pueblo practiquen arte.🕺💃
#ClausuraInstitutoMacuilXochitl",0,0,0,
1682,5389,,"Lo peor es que en 2 partidos van a estar maldiciendo al jamonzard de nuevo😵🥴 jamás me voy a subir a ese barco ni al de ausencio, yo si tengo dignidad 🤣",0,0,0,5389.0
2047,1997,,@mariferlum Soy malo para los storytime pero deja te mando un audio.,0,0,0,1997.0
3121,1191,,Puta así si tiene sentido la vida que una sugar momy te regale dinero solo por tu belleza jajajaja,1,0,0,1191.0
233,3008,,@pedroferriz3 No se que me ofende más si las faltas de ortografía o la falta de cerebro pero en fin que se le puede pedir a un país de 4ta,0,0,1,3008.0
240,2986,2986.0,Así mi semana https://t.co/eddwy2euK4,0,0,0,
1340,2529,2529.0,Qué incomodo es escuchar a un nerdo decir cuantas colecciones de lego estúpidas tiene en su casa.,0,0,0,
1552,1164,1164.0,"@SethPako @UMG2018 @TorrucoTurismo @chefjorgepreh @udg_oficial Advertidos estuvieron, denle poder a puro pendejo enano y parentela. Ahí las consecuencias.",1,0,1,
442,1388,,"@M_Moon7_ Por favor, agarren este consejo y no sean vomitivas.",0,0,1,1388.0
775,2327,,"Quieren Riffs, pues ahi les van los Riffs!!!

https://t.co/EQRObFGyrT https://t.co/Ppf4l2VbdC",0,0,0,2327.0
3280,1990,,"@JLozanoA @OHarfuch @FelipeCalderon @elpaismexico De acuerdo totalmente con usted Don Javier. Omar es el mejor desde hace muchos sexenios. Y sí, ya dejen de estarlo fastidiando con pendejadas. Saludos.",1,0,1,1990.0
2543,3508,,@irmoralesl Cómo te gusta hacerte pendejo,1,0,0,3508.0
1034,744,744.0,@Chisco2112 Jala chancletudo. Jajajaja. Nada que verrrrr,0,0,0,
1206,4186,4186.0,"@blueksss_ @victorscott27 @Nir32682951 @tudimebeto Andale pues jalisquillo cagado, andate a ver los payasos que ya van a empezar, pendejo!",1,1,1,
3212,5810,,"@AmarisAylaQba A ver lo que quiso decir el Singao de Fidel era,en tiempos difíciles uds,el pueblo de cuba tienen que comer sancocho,aguantar apagones,sanarte con hierbas del patio,en fin,Indiana Jones en la selva,mientras el muy degenerado no le faltó nunca nada,ya esos embustes nadie los traga https://t.co/fsavFeOBh1",0,0,1,5810.0
413,3970,,@JG181407 @NovaroKarla @Mauriziosann @LilianaMaret @Tlaorocio @Oscar_Dorantes @oscarin42 @RafaelPrezHabi1 @Paula_Fieval @majatuitera @MarC_GRcia @Francis86348420 @alfonsineb @juliojuanmaster @ParedesNoyola @MAF_1274 @fgavilla @nino_marysol @maky_lunaysol @Luishechl Por eso dije ya estamos en el proceso y ellos por las buenas o por las malas no se irán en 2024 y menos con una oposición blandengue y sumisa.,0,0,1,3970.0
1946,1239,1239.0,@santiagoav214 @BicireporteraDF Ya cierralo un ratito escuincle caguengue. 🤫. Típico mexicanote promedio.,0,0,1,
1333,4023,, en mi vida profesional me han enseñado que si solo sonríes y eres entusiasta one can get away with many things,0,0,0,4023.0
488,5026,,"@ashgonzlezz Que no deja que los disfraces tenga enagua, en pocas palabras que no podíamos traer ningún tipo de escote o enagua",0,0,0,5026.0
3330,1527,,"@roadto2022es Yo no levanto la mano, es más, si yo fuera mujer o con alguna orientación sexual me la pensaba.",0,0,0,1527.0
293,4811,4811.0,"@jrisco Jajajaja
Lejos de los sín sentidos de @m_ebrard, su mariconeria aflora cada que habla. El próximo candidato GAY es Marcelino Ebrard",1,1,1,
3,5046,5046.0,coool hoy me toca puteada jajaja,1,0,0,
576,5072,,te pasaste de verga diosito,1,0,0,5072.0
394,392,392.0,"@VMMG91 @jessewalterbad Efectivamente Chuck fue aún más envidioso y miserable que Saul, desde niños siempre le tuvo rencor y no lo apoyo nunca como hermano mayor, Howard el clásico burgués que llega a donde está sin merecerlo, ni su mujer hipócrita lo quería. Además un abogado no puede rendirse así.",0,0,1,
2783,2168,,@Littlecharles16 @Miviejotorreon Yaa abia de a color,0,0,0,2168.0
2054,908,,@_Pelegolas_ Según en Cracks México ayer decían que lo incrementarán por el paso de las temporadas y luego lo vuelven a reducir cuanto llegue el momento de que cuando salga de todas formas te dejo el Link pa que lo veas Samu. https://t.co/VGnX7Ih40L,0,0,0,908.0
3683,2947,,@carmen_hertz YO FUI COMUNISTA PERO AL VERTE CON LOS COMUNISTAS DE AHORA ES UNA VERGUENZA RENUNCIA ESTUPIDA ERES UNA PERRRA,1,1,1,2947.0
1482,2113,2113.0,"@_Monserain @Reporte_Indigo Mejor ve y lávate las nalgas llenas de horchata de tu macho, ogt de cagada.",1,0,1,
2216,3444,,Yo re mal y ella con el padre tomando la meme de 10!! Te amo hija  sos increíble https://t.co/04W5ivJgvE,0,0,0,3444.0
2735,5116,,"@miiguegnz Sisis me he quedado igual, a la verga las skins",1,0,0,5116.0
645,2504,2504.0,"@RicardoAnayaC ¿Que te sacaran a la mala? No mames, 'inche muco. Saliste huyendo para no enfrentar los cargos en tu contra; por lo tanto, no eres un perseguido político, eres un prófugo de la justicia (y creo que también del ácido fílico)... 🤡🤡🤡🤡🤡🤡🤡🤡🤡",1,0,1,
439,2428,2428.0,"@TodoEsMisterio @mamalona_velez @FifiCivill @ElFinancieroTv @David_Saucedo_ @hachelozano Mira pinche imbecil insensible mojigato. 

Juarez independiente de quién este en el  poder ha tenido presencia del narco.  

Lo que nunca se había visto es el terrorismo que se vio ayer, estoy aqui, lo viví. Tu no.
#Pendejo",1,1,1,
1411,1491,1491.0,@Fenasirtrasalud @MinSaludVE @MinTrabajoVE Que están discutiendo otros miserables 200bs. Con el fulano Octavio. Alias mentira fresca.,0,0,0,
1763,3308,3308.0,@TrapieLLo @juanes voten a ese rosquete hdp,1,1,1,
1574,2194,,"@HistCotidianas El que tiene el símbolo del infinito, pero prueba en color azul el símbolo.",0,0,0,2194.0
1306,24,24.0,"@Pedro_Castro D nuevo tenemos al embustero, bocachancla, soplagaitas, correvedile, gaznápiro, lameculos, adlátere  dl Dictadorzuelo, psicópata, camandulero, estafador, saqueador dl Antonio. 
Q sepa q: ""Gilipollas no lleva tilde, pero se acentúa con el tiempo""

https://t.co/apnLhNmLZd https://t.co/61hohafrTG",1,0,1,
2292,5582,,@GMonroyEnergy Solo al inútil de @MarkoCortes se le ocurre semejante candidato,0,0,1,5582.0
694,3452,3452.0,"@CamMttz @ChumelTorres Esa mentalidad de ""señoritingo"" del chumel, es lo que divide a los mexicanos, no todos tienen la oportunidad de una educación mejor y eso es lo que ""vende""",0,0,1,
387,682,,Sales a manejar en #Torreon y que te encuentras lluvia charcos baches que no tienen madre y un chingo de pendejos manejado y los pendejos son mayoría hasta eligen presidentes !!!,1,1,1,682.0
755,2241,,"@FerTorres890 @lopezobrador_ @DamianAIcazar Este lamehuevos cuando su mesias protestaba ferreamente por que el ejército estaba en las calles y no en los cuarteles. Tiempo después, el mesias decide fusionar la GN al ejército y mantenerlo en las calles, y este mamarracho y los lacayos aplauden a su líder. Pinches zombies.",1,0,1,2241.0
610,4522,,Deje las drogas señora https://t.co/ClKifAN93q,0,0,0,4522.0
595,5630,,@JaviBoss10 @CarlitosPU1 @apikeinflanders @edperonosheeran Jjjjjjjj A quien mejor q rezarle a él. No t alteres raperito mediocre. Jjjj,0,0,1,5630.0
148,831,831.0,"@Hans2412 No es mentira pero se exagera, ¿no es así Hans?",0,0,0,
663,2713,2713.0,@PanchoFaria Panchito corazon🤗🤗🤗🤗🤗🤗🤗,0,0,0,
2193,512,,"@WalterO993 @MariaFdaCabal En manos de unos psicópatas, que todos los días cambian según su conveniencia y desquicio...Pobre Colombia",0,0,0,512.0
627,4939,4939.0,@severlaotreblig Me encantaaaaa la pizza con pera😍😍😍😍,0,0,0,
3916,991,,"@LaChiquisYareli Ricardo Animal ya llevaría como 3 años, chacal asqueroso",0,1,1,991.0
1816,1214,,Cada canción contiene a una persona que muchas veces es ya solo un recuerdo…,0,0,0,1214.0
3127,3096,,@sdaquino Racista hdp,1,0,1,3096.0
230,2302,,Y se maneja mucho que ningún presidente ha estado en la cárcel según la historia . Ahora quitando máscaras el presi fue García Luna de 2006 a 2012 y kklderon era el achichincle . Se rompió el hielo!!,0,0,1,2302.0
1562,2348,2348.0,@lovthevoid MEK6$9=6#5)5 YO ME ESTOY ILUSIONADO A Q NO LO CORTE Y VERLO EN CONCIERTO SIENDO UN MECHUDO,0,0,0,
3046,5217,,El gordo metió un gol! Pidan un deseo.,0,0,0,5217.0
2618,2751,,"@gomaxxx A este mariposon... Se le bloquea, no dice nada bueno",0,0,1,2751.0
1621,1656,1656.0,"@Pzule1 🖤Dante Esparda 🖤

Mm bueno grandulon no se aque esactamente te refieres pero si vienes de una brecha dimensional lamento decirte que se abrirá en 1 semana o  2 aló máximo puede variar

-[Lo dice el peli blanco con mucha tranquilidad ya que el ya estaba acostumbrado a estas cosa https://t.co/FjecaVKAGZ",0,0,0,
422,3502,,"Me gusta mucho cocinar, y había pensado en abrir una cuenta de Tiktok de las recetas fáciles que te sacan de apuros, pero lit con cosas que sí tenemos",0,0,0,3502.0
388,3717,,"@LaEraXavi mas ridiculo que coutinho? fichaje mas alto que el de hazard,vendido en 20M y aun tuvieron que pagar 5M al liverpool despues que les clavo 2 goles en el 8-2",0,0,1,3717.0
363,1657,,wtf que maldito coraje,0,0,0,1657.0
704,3448,3448.0,@JorgeFoley1977 @ElCinefago Para mí una chuminada sentimentaloide.,0,0,0,
2919,695,,"@alanazul1927 @El_azulino9 Hay muchos madridistas demasiado pendejos wey, hay algunos que en verdad piensan que el Madrid ha ganado sus champions limpiamente jajajajajajjaja",1,0,1,695.0
1148,4265,,@chuckpee Jajajaja jajajaja no mames está cagadisimo,1,0,0,4265.0
1692,357,,@istewart1919 @refrescofresco @notziora Cagate en tu madre,1,1,1,357.0
3381,2808,,"@irmoralesl Empezando por Barttlet, la Miss Piggy Sandoval, El vejestorio Nalga Sanchez Cordero y así hasta llegar a sus cogollos y demás parentela...",0,0,1,2808.0
735,4167,4167.0,"@RolandoCastroSv Y el robot también tapa las goteras y el cagadal del sistema de salud?

Cerote.",1,0,0,
3256,2449,,@ima2621 Si es buena! Es rojiza y tiene un toque dulzón suave... Pasa rapidito https://t.co/okH7WV4rAK,0,0,0,2449.0
20,328,328.0,Calentamiento mental https://t.co/HIH3fvGB2z,0,0,0,
971,5693,,@_VicenteSerrano Vicente marrano él palero 🤭,0,0,1,5693.0
684,3088,3088.0,"@agntKnckOutCero @YHOpinion De hecho no mi estimado @agntKnckOutCero, no tenía el infortunio de saberlo, pero no sorprende q el nivel de imbecilidad para destruir sus ecosistemas,sea igual al que tienen aquí. La peste populista es una desgracia para la gente y para el mismo planeta.
https://t.co/9RwjWpJQxy",0,0,1,
877,5799,,"“Si cambie de opinión porque ya no me quedo de otra” 

Y así se gobierna ahora, a Cantinflazos a bandazos y a tropiezos, el loco se traga sus palabras en público sin hacer gestos. https://t.co/XFSan5IUtp",0,0,0,5799.0
